PERIOD_NAME,PERIOD_YEAR,QUATER,PERIOD_NUM,MONTH_NAME,budegt_CHAPTER,JTRANSACTION_DATE,ACTUAL_FLAG,DR,CR,ANNUAL_BUDGET,ADJUSTMENT_BUDGET,REVISED_BUDGET,ACTUAL_AMOUNT,FUND_AVAILABLE,ENCUMBRANCE_AMOUNT,ENTITY_CODE,ENTITY_DESCRIPTION,DIRECTORATE,COST_CENTER_CODE,COST_CENTER_DESCRIPTION,BUDGET_GROUP_CODE,BUDGET_GROUP_DESCRIPTION,ACCOUNT_CODE,ACCOUNT_DESCRIPTION,ACTIVITY_CODE,ACTIVITY_DESCRIPTION,FUTURE1,FUTURE1_DESCRIPTION,FUTURE2,FUTURE2_DESCRIPTION,ACCOUNT_TYPE,LEDGER_NAME,ACCOUNTED_DR,ACCOUNTED_CR,ADDITION_BUDGET,TRANSFER_BUDGET,GL_CODE
Oct,2023,Q4,10,Oct,Capital,2024-08-24,N,18854.06,67246.05,490802.78,5094.66,495897.44,4125.84,278547.9,213223.7,E518,Entity E518,DVC-Academic,8450353,Cost Center 8450353,BG606,Budget Group BG606,A2364,Office Supplies,ACT226,Activity ACT226,F1-34,Future 1 F1-34,F2-37,Future 2 F2-37,Expense,General Ledger,18854.06,67246.05,24517.57,15381.79,E518-BG606-8450353-A2364-F1-34-F2-37
Oct,2025,Q4,10,Oct,Capital,2024-09-04,N,61329.17,63768.82,196808.83,35702.64,232511.46999999997,21249.57,169163.66999999998,42098.23,E250,Entity E250,DVC-Support Services,8450220,Cost Center 8450220,BG579,Budget Group BG579,A6166,Maintenance Costs,ACT674,Activity ACT674,F1-78,Future 1 F1-78,F2-52,Future 2 F2-52,Revenue,Project Ledger,61329.17,63768.82,1875.79,13768.22,E250-BG579-8450220-A6166-F1-78-F2-52
Oct,2023,Q4,10,Oct,Operational,2024-11-26,N,8114.92,95149.07,435396.73,40254.52,475651.25,391453.28,5665.639999999956,78532.33,E688,Entity E688,DVC-Support Services,8450283,Cost Center 8450283,BG486,Budget Group BG486,A2993,Office Supplies,ACT969,Activity ACT969,F1-74,Future 1 F1-74,F2-17,Future 2 F2-17,Expense,Project Ledger,8114.92,95149.07,11133.39,27623.0,E688-BG486-8450283-A2993-F1-74-F2-17
Nov,2023,Q4,11,Nov,Operational,2024-10-21,Y,86519.33,91525.72,443929.53,1750.4,445679.93000000005,350916.5,55783.49000000005,38979.94,E669,Entity E669,DVC-CEC,8450472,Cost Center 8450472,BG222,Budget Group BG222,A6307,Maintenance Costs,ACT841,Activity ACT841,F1-49,Future 1 F1-49,F2-45,Future 2 F2-45,Revenue,Project Ledger,86519.33,91525.72,4331.63,23519.62,E669-BG222-8450472-A6307-F1-49-F2-45
Feb,2025,Q1,2,Feb,Manpower,2024-05-29,N,44391.95,2191.33,220418.43,25131.56,245549.99,13794.04,117941.59,113814.36,E935,Entity E935,DVC-Academic,8450316,Cost Center 8450316,BG228,Budget Group BG228,A4074,Travel Expenses,ACT853,Activity ACT853,F1-10,Future 1 F1-10,F2-47,Future 2 F2-47,Expense,Project Ledger,44391.95,2191.33,15492.73,23595.67,E935-BG228-8450316-A4074-F1-10-F2-47
Feb,2025,Q1,2,Feb,Manpower,2024-04-18,Y,68513.43,11043.19,215674.98,15490.34,231165.32,57781.38,84090.23000000001,89293.71,E634,Entity E634,DVC-Support Services,8450262,Cost Center 8450262,BG376,Budget Group BG376,A1060,Salary and Wages,ACT418,Activity ACT418,F1-61,Future 1 F1-61,F2-97,Future 2 F2-97,Expense,General Ledger,68513.43,11043.19,9233.87,27413.65,E634-BG376-8450262-A1060-F1-61-F2-97
Apr,2024,Q2,4,Apr,Manpower,2024-06-25,N,27149.88,23178.36,227443.59,45177.92,272621.51,21166.55,43031.17000000001,208423.79,E138,Entity E138,DVC-Support Services,8450259,Cost Center 8450259,BG524,Budget Group BG524,A1086,Salary and Wages,ACT564,Activity ACT564,F1-85,Future 1 F1-85,F2-96,Future 2 F2-96,Revenue,General Ledger,27149.88,23178.36,12435.48,397.53,E138-BG524-8450259-A1086-F1-85-F2-96
May,2025,Q2,5,May,Operational,2024-05-20,N,69394.96,22959.82,147020.52,8264.22,155284.74,309.35,43588.43999999999,111386.95,E745,Entity E745,DVC-Support Services,8450217,Cost Center 8450217,BG117,Budget Group BG117,A5757,Consultancy Services,ACT857,Activity ACT857,F1-42,Future 1 F1-42,F2-39,Future 2 F2-39,Expense,Project Ledger,69394.96,22959.82,4972.45,26725.67,E745-BG117-8450217-A5757-F1-42-F2-39
Oct,2024,Q4,10,Oct,Capital,2024-04-24,N,11841.5,21189.43,224401.0,8346.55,232747.55,56727.44,128916.98999999999,47103.12,E217,Entity E217,DVC-CEC,8450491,Cost Center 8450491,BG511,Budget Group BG511,A6783,Maintenance Costs,ACT683,Activity ACT683,F1-18,Future 1 F1-18,F2-56,Future 2 F2-56,Expense,Project Ledger,11841.5,21189.43,26144.05,20369.35,E217-BG511-8450491-A6783-F1-18-F2-56
Oct,2023,Q4,10,Oct,Operational,2024-12-19,Y,54668.53,57540.94,108856.59,47255.71,156112.3,108752.09,23883.579999999987,23476.63,E416,Entity E416,,8450404,Cost Center 8450404,BG739,Budget Group BG739,A5951,Consultancy Services,ACT381,Activity ACT381,F1-26,Future 1 F1-26,F2-80,Future 2 F2-80,Expense,General Ledger,54668.53,57540.94,22944.03,20366.93,E416-BG739-8450404-A5951-F1-26-F2-80
Jan,2025,Q1,1,Jan,Capital,2024-11-04,Y,1812.4,79275.81,127618.36,23712.75,151331.11,84848.07,24703.339999999982,41779.7,E515,Entity E515,DVC-Academic,8450391,Cost Center 8450391,BG479,Budget Group BG479,A4893,Travel Expenses,ACT767,Activity ACT767,F1-82,Future 1 F1-82,F2-65,Future 2 F2-65,Expense,General Ledger,1812.4,79275.81,24641.65,25299.79,E515-BG479-8450391-A4893-F1-82-F2-65
Dec,2025,Q4,12,Dec,Manpower,2024-04-27,Y,53157.74,51056.18,428239.5,20228.43,448467.93,217212.94,228163.65,3091.34,E641,Entity E641,VC Office,8450166,Cost Center 8450166,BG331,Budget Group BG331,A7801,Training and Development,ACT534,Activity ACT534,F1-57,Future 1 F1-57,F2-75,Future 2 F2-75,Revenue,Project Ledger,53157.74,51056.18,26320.51,11682.15,E641-BG331-8450166-A7801-F1-57-F2-75
Aug,2025,Q3,8,Aug,Capital,2024-08-07,N,64831.8,7410.54,250187.57,40190.73,290378.3,125870.93,463.5199999999604,164043.85,E734,Entity E734,DVC-Academic,8450343,Cost Center 8450343,BG832,Budget Group BG832,A1002,Salary and Wages,ACT793,Activity ACT793,F1-87,Future 1 F1-87,F2-73,Future 2 F2-73,Revenue,General Ledger,64831.8,7410.54,21199.03,11234.41,E734-BG832-8450343-A1002-F1-87-F2-73
Oct,2025,Q4,10,Oct,Capital,2024-04-16,N,836.37,21766.74,364673.72,24199.47,388873.18999999994,2066.27,75622.8299999999,311184.09,E416,Entity E416,DVC-Academic,8450316,Cost Center 8450316,BG147,Budget Group BG147,A6255,Maintenance Costs,ACT300,Activity ACT300,F1-67,Future 1 F1-67,F2-54,Future 2 F2-54,Revenue,General Ledger,836.37,21766.74,20324.2,22755.06,E416-BG147-8450316-A6255-F1-67-F2-54
May,2025,Q2,5,May,Operational,2024-07-10,N,74225.32,16988.1,177990.08,44520.48,222510.56,166877.98,5105.489999999991,50527.09,E826,Entity E826,DVC-CEC,8450496,Cost Center 8450496,BG888,Budget Group BG888,A9995,Capital Expenditure,ACT589,Activity ACT589,F1-95,Future 1 F1-95,F2-71,Future 2 F2-71,Revenue,Project Ledger,74225.32,16988.1,14217.64,21491.91,E826-BG888-8450496-A9995-F1-95-F2-71
Aug,2025,Q3,8,Aug,Manpower,2024-11-08,N,59977.13,86151.37,447455.86,36217.22,483673.07999999996,360700.83,54362.659999999916,68609.59,E829,Entity E829,VC Office,8450111,Cost Center 8450111,BG277,Budget Group BG277,A7539,Training and Development,ACT470,Activity ACT470,F1-32,Future 1 F1-32,F2-27,Future 2 F2-27,Revenue,Project Ledger,59977.13,86151.37,12932.61,16480.28,E829-BG277-8450111-A7539-F1-32-F2-27
Mar,2024,Q1,3,Mar,Manpower,2024-08-09,Y,32451.18,26951.19,176370.63,34732.05,211102.68,46171.45,66747.13,98184.1,E889,Entity E889,VC Office,8450183,Cost Center 8450183,BG536,Budget Group BG536,A2230,Office Supplies,ACT487,Activity ACT487,F1-32,Future 1 F1-32,F2-79,Future 2 F2-79,Revenue,Project Ledger,32451.18,26951.19,23209.88,22435.16,E889-BG536-8450183-A2230-F1-32-F2-79
Dec,2023,Q4,12,Dec,Capital,2024-06-13,Y,26400.43,41524.1,455385.64,41216.34,496601.98,312879.05,26066.53999999998,157656.39,E787,Entity E787,DVC-CEC,8450499,Cost Center 8450499,BG316,Budget Group BG316,A3103,IT Equipment,ACT465,Activity ACT465,F1-68,Future 1 F1-68,F2-38,Future 2 F2-38,Expense,Project Ledger,26400.43,41524.1,20003.16,2829.82,E787-BG316-8450499-A3103-F1-68-F2-38
Jan,2024,Q1,1,Jan,Capital,2024-09-12,N,9491.79,99889.26,230655.7,37409.2,268064.9,216238.59,7358.130000000034,44468.18,E464,Entity E464,DVC-CEC,8450456,Cost Center 8450456,BG774,Budget Group BG774,A7396,Training and Development,ACT880,Activity ACT880,F1-44,Future 1 F1-44,F2-84,Future 2 F2-84,Expense,General Ledger,9491.79,99889.26,23512.15,16985.42,E464-BG774-8450456-A7396-F1-44-F2-84
Dec,2023,Q4,12,Dec,Capital,2024-10-17,N,1438.14,76435.34,349497.23,38115.13,387612.36,15092.86,60676.109999999986,311843.39,E334,Entity E334,DVC-CEC,8450464,Cost Center 8450464,BG614,Budget Group BG614,A5804,Consultancy Services,ACT952,Activity ACT952,F1-19,Future 1 F1-19,F2-92,Future 2 F2-92,Expense,Project Ledger,1438.14,76435.34,29720.37,22701.91,E334-BG614-8450464-A5804-F1-19-F2-92
Feb,2024,Q1,2,Feb,Operational,2024-03-01,Y,57884.02,56948.45,447364.32,18956.38,466320.7,173231.59,111805.56,181283.55,E290,Entity E290,DVC-CEC,8450424,Cost Center 8450424,BG662,Budget Group BG662,A6780,Maintenance Costs,ACT879,Activity ACT879,F1-59,Future 1 F1-59,F2-13,Future 2 F2-13,Revenue,General Ledger,57884.02,56948.45,13835.01,28197.95,E290-BG662-8450424-A6780-F1-59-F2-13
Nov,2025,Q4,11,Nov,Operational,2024-07-07,N,36243.13,86364.14,144025.31,46252.36,190277.66999999998,120187.66,66277.75999999998,3812.25,E670,Entity E670,DVC-CEC,8450454,Cost Center 8450454,BG281,Budget Group BG281,A3505,IT Equipment,ACT950,Activity ACT950,F1-74,Future 1 F1-74,F2-73,Future 2 F2-73,Expense,Project Ledger,36243.13,86364.14,12414.82,6125.0,E670-BG281-8450454-A3505-F1-74-F2-73
Jun,2024,Q2,6,Jun,Manpower,2024-07-27,Y,94874.44,6060.49,374158.14,1248.31,375406.45,64357.5,169963.68000000002,141085.27,E395,Entity E395,DVC-Support Services,8450227,Cost Center 8450227,BG631,Budget Group BG631,A8389,Utilities,ACT265,Activity ACT265,F1-12,Future 1 F1-12,F2-37,Future 2 F2-37,Revenue,Project Ledger,94874.44,6060.49,12056.62,4610.73,E395-BG631-8450227-A8389-F1-12-F2-37
Jan,2024,Q1,1,Jan,Capital,2024-11-17,N,7855.78,74056.47,137963.38,29704.14,167667.52000000002,117809.94,46540.67000000001,3316.91,E820,Entity E820,DVC-Support Services,8450237,Cost Center 8450237,BG439,Budget Group BG439,A7582,Training and Development,ACT243,Activity ACT243,F1-55,Future 1 F1-55,F2-71,Future 2 F2-71,Expense,General Ledger,7855.78,74056.47,15047.27,29285.61,E820-BG439-8450237-A7582-F1-55-F2-71
May,2025,Q2,5,May,Operational,2024-03-28,N,80264.03,99723.79,112010.4,44868.29,156878.69,97677.46,1575.7799999999988,57625.45,E363,Entity E363,DVC-Academic,8450316,Cost Center 8450316,BG706,Budget Group BG706,A4805,Travel Expenses,ACT465,Activity ACT465,F1-29,Future 1 F1-29,F2-62,Future 2 F2-62,Expense,Project Ledger,80264.03,99723.79,24509.22,25576.42,E363-BG706-8450316-A4805-F1-29-F2-62
Mar,2024,Q1,3,Mar,Capital,2024-01-11,N,7103.49,21079.31,191746.31,23455.36,215201.66999999998,57795.03,141512.02,15894.62,E663,Entity E663,DVC-Academic,8450380,Cost Center 8450380,BG584,Budget Group BG584,A4155,Travel Expenses,ACT998,Activity ACT998,F1-46,Future 1 F1-46,F2-49,Future 2 F2-49,Revenue,Project Ledger,7103.49,21079.31,261.18,4667.14,E663-BG584-8450380-A4155-F1-46-F2-49
Aug,2023,Q3,8,Aug,Operational,2024-12-15,N,12967.9,25646.31,242127.9,33699.71,275827.61,17257.11,204139.62,54430.88,E185,Entity E185,VC Office,8450113,Cost Center 8450113,BG322,Budget Group BG322,A6457,Maintenance Costs,ACT265,Activity ACT265,F1-97,Future 1 F1-97,F2-96,Future 2 F2-96,Revenue,Project Ledger,12967.9,25646.31,24879.43,21200.27,E185-BG322-8450113-A6457-F1-97-F2-96
May,2024,Q2,5,May,Manpower,2024-09-22,N,30362.39,31168.98,101256.36,8712.17,109968.53,96267.07,7648.889999999985,6052.57,E834,Entity E834,DVC-CEC,8450422,Cost Center 8450422,BG538,Budget Group BG538,A7324,Training and Development,ACT283,Activity ACT283,F1-18,Future 1 F1-18,F2-31,Future 2 F2-31,Expense,General Ledger,30362.39,31168.98,17228.63,20016.37,E834-BG538-8450422-A7324-F1-18-F2-31
Oct,2025,Q4,10,Oct,Capital,2024-11-14,Y,84010.81,98945.11,455807.72,18573.36,474381.07999999996,92583.3,194948.79999999993,186848.98,E819,Entity E819,DVC-Academic,8450310,Cost Center 8450310,BG546,Budget Group BG546,A4915,Travel Expenses,ACT527,Activity ACT527,F1-47,Future 1 F1-47,F2-92,Future 2 F2-92,Revenue,General Ledger,84010.81,98945.11,3510.35,23991.54,E819-BG546-8450310-A4915-F1-47-F2-92
Jul,2025,Q3,7,Jul,Operational,2024-12-10,N,12600.2,19641.92,480577.93,8774.58,489352.51,277818.79,88989.18000000005,122544.54,E957,Entity E957,DVC-Academic,8450379,Cost Center 8450379,BG706,Budget Group BG706,A5405,Consultancy Services,ACT231,Activity ACT231,F1-48,Future 1 F1-48,F2-81,Future 2 F2-81,Expense,General Ledger,12600.2,19641.92,19850.02,4236.71,E957-BG706-8450379-A5405-F1-48-F2-81
Aug,2023,Q3,8,Aug,Operational,2024-08-09,Y,21870.98,18283.78,430284.38,14285.38,444569.76,412171.2,974.3399999999674,31424.22,E171,Entity E171,DVC-CEC,8450427,Cost Center 8450427,BG284,Budget Group BG284,A5482,Consultancy Services,ACT867,Activity ACT867,F1-68,Future 1 F1-68,F2-85,Future 2 F2-85,Expense,General Ledger,21870.98,18283.78,25353.63,23877.79,E171-BG284-8450427-A5482-F1-68-F2-85
Apr,2023,Q2,4,Apr,Capital,2024-05-06,Y,25264.6,52007.41,308781.2,29446.65,338227.85000000003,254237.82,31624.110000000044,52365.92,E725,Entity E725,DVC-Academic,8450385,Cost Center 8450385,BG599,Budget Group BG599,A1336,Salary and Wages,ACT580,Activity ACT580,F1-10,Future 1 F1-10,F2-24,Future 2 F2-24,Expense,General Ledger,25264.6,52007.41,8818.47,7112.54,E725-BG599-8450385-A1336-F1-10-F2-24
Jul,2024,Q3,7,Jul,Operational,2024-11-23,N,92452.25,78581.26,335979.15,321.76,336300.91000000003,259797.93,22760.530000000028,53742.45,E986,Entity E986,VC Office,8450111,Cost Center 8450111,BG857,Budget Group BG857,A1721,Salary and Wages,ACT610,Activity ACT610,F1-26,Future 1 F1-26,F2-39,Future 2 F2-39,Expense,General Ledger,92452.25,78581.26,23083.47,11935.97,E986-BG857-8450111-A1721-F1-26-F2-39
Feb,2023,Q1,2,Feb,Capital,2024-06-19,Y,76289.33,4545.25,358640.18,11337.06,369977.24,247896.79,64906.48999999999,57173.96,E463,Entity E463,VC Office,8450162,Cost Center 8450162,BG570,Budget Group BG570,A8069,Utilities,ACT516,Activity ACT516,F1-66,Future 1 F1-66,F2-61,Future 2 F2-61,Expense,Project Ledger,76289.33,4545.25,29891.95,23880.22,E463-BG570-8450162-A8069-F1-66-F2-61
Feb,2023,Q1,2,Feb,Operational,2024-10-14,Y,46568.25,77338.1,465986.35,9456.96,475443.31,438533.45,11234.450000000012,25675.41,E206,Entity E206,DVC-Academic,8450341,Cost Center 8450341,BG141,Budget Group BG141,A8850,Utilities,ACT962,Activity ACT962,F1-26,Future 1 F1-26,F2-41,Future 2 F2-41,Revenue,General Ledger,46568.25,77338.1,25694.8,25051.98,E206-BG141-8450341-A8850-F1-26-F2-41
Jun,2024,Q2,6,Jun,Operational,2024-04-11,Y,74942.6,43111.24,135019.47,14140.06,149159.53,62435.54,61355.8,25368.19,E248,Entity E248,DVC-Support Services,8450224,Cost Center 8450224,BG549,Budget Group BG549,A2874,Office Supplies,ACT970,Activity ACT970,F1-37,Future 1 F1-37,F2-26,Future 2 F2-26,Revenue,General Ledger,74942.6,43111.24,5769.3,8869.64,E248-BG549-8450224-A2874-F1-37-F2-26
Jul,2023,Q3,7,Jul,Manpower,2024-08-31,N,35041.33,91293.1,235908.1,22780.96,258689.06,175420.63,38051.889999999985,45216.54,E327,Entity E327,DVC-Academic,8450356,Cost Center 8450356,BG799,Budget Group BG799,A2517,Office Supplies,ACT182,Activity ACT182,F1-67,Future 1 F1-67,F2-65,Future 2 F2-65,Expense,Project Ledger,35041.33,91293.1,7831.46,10301.6,E327-BG799-8450356-A2517-F1-67-F2-65
Dec,2024,Q4,12,Dec,Manpower,2024-05-16,Y,16279.1,59521.28,160188.91,48403.82,208592.73,93181.4,57530.48000000001,57880.85,E349,Entity E349,DVC-Support Services,8450227,Cost Center 8450227,BG172,Budget Group BG172,A9002,Capital Expenditure,ACT251,Activity ACT251,F1-14,Future 1 F1-14,F2-76,Future 2 F2-76,Revenue,General Ledger,16279.1,59521.28,1668.17,206.34,E349-BG172-8450227-A9002-F1-14-F2-76
May,2024,Q2,5,May,Manpower,2024-06-23,N,85613.25,35676.87,402985.78,14753.62,417739.4,124844.4,261538.49000000002,31356.51,E345,Entity E345,VC Office,8450198,Cost Center 8450198,BG677,Budget Group BG677,A5765,Consultancy Services,ACT998,Activity ACT998,F1-30,Future 1 F1-30,F2-98,Future 2 F2-98,Revenue,General Ledger,85613.25,35676.87,24674.84,5200.29,E345-BG677-8450198-A5765-F1-30-F2-98
Jan,2024,Q1,1,Jan,Operational,2024-09-09,Y,94989.97,13708.95,393553.25,31611.91,425165.16,248128.53,107971.06,69065.57,E169,Entity E169,DVC-Support Services,8450222,Cost Center 8450222,BG974,Budget Group BG974,A8279,Utilities,ACT463,Activity ACT463,F1-56,Future 1 F1-56,F2-96,Future 2 F2-96,Revenue,General Ledger,94989.97,13708.95,27946.65,24629.43,E169-BG974-8450222-A8279-F1-56-F2-96
Aug,2025,Q3,8,Aug,Operational,2024-07-10,Y,41085.71,56057.98,477063.67,4136.7,481200.37,122194.95,78985.38,280020.04,E989,Entity E989,DVC-Academic,8450346,Cost Center 8450346,BG792,Budget Group BG792,A1310,Salary and Wages,ACT648,Activity ACT648,F1-65,Future 1 F1-65,F2-68,Future 2 F2-68,Expense,Project Ledger,41085.71,56057.98,6440.88,2017.03,E989-BG792-8450346-A1310-F1-65-F2-68
Jan,2025,Q1,1,Jan,Manpower,2024-01-30,Y,53229.19,10326.5,169009.55,28398.71,197408.25999999998,58503.44,8568.239999999962,130336.58,E537,Entity E537,DVC-Academic,8450329,Cost Center 8450329,BG989,Budget Group BG989,A3504,IT Equipment,ACT714,Activity ACT714,F1-67,Future 1 F1-67,F2-94,Future 2 F2-94,Revenue,General Ledger,53229.19,10326.5,4329.28,3471.04,E537-BG989-8450329-A3504-F1-67-F2-94
Dec,2023,Q4,12,Dec,Manpower,2024-10-04,N,98943.18,57443.68,155154.11,34438.13,189592.24,170205.21,4940.209999999992,14446.82,E121,Entity E121,DVC-Support Services,8450275,Cost Center 8450275,BG710,Budget Group BG710,A3028,IT Equipment,ACT307,Activity ACT307,F1-17,Future 1 F1-17,F2-71,Future 2 F2-71,Expense,General Ledger,98943.18,57443.68,9845.38,6271.78,E121-BG710-8450275-A3028-F1-17-F2-71
Jun,2023,Q2,6,Jun,Operational,2024-03-18,Y,84090.87,22123.87,252396.51,40420.29,292816.8,241170.83,31782.359999999986,19863.61,E852,Entity E852,DVC-Academic,8450354,Cost Center 8450354,BG774,Budget Group BG774,A8984,Utilities,ACT506,Activity ACT506,F1-98,Future 1 F1-98,F2-43,Future 2 F2-43,Revenue,General Ledger,84090.87,22123.87,14267.89,12232.44,E852-BG774-8450354-A8984-F1-98-F2-43
Nov,2024,Q4,11,Nov,Manpower,2024-05-25,N,56218.88,71475.33,127380.18,20883.35,148263.53,17251.72,50728.31999999999,80283.49,E590,Entity E590,DVC-Academic,8450348,Cost Center 8450348,BG518,Budget Group BG518,A8504,Utilities,ACT518,Activity ACT518,F1-28,Future 1 F1-28,F2-29,Future 2 F2-29,Revenue,General Ledger,56218.88,71475.33,12096.23,25009.32,E590-BG518-8450348-A8504-F1-28-F2-29
Jan,2025,Q1,1,Jan,Operational,2024-12-28,N,10587.43,35489.77,265269.01,33791.15,299060.16000000003,196829.38,95063.57000000004,7167.21,E850,Entity E850,DVC-CEC,8450433,Cost Center 8450433,BG907,Budget Group BG907,A9378,Capital Expenditure,ACT819,Activity ACT819,F1-25,Future 1 F1-25,F2-71,Future 2 F2-71,Revenue,General Ledger,10587.43,35489.77,6602.66,15548.29,E850-BG907-8450433-A9378-F1-25-F2-71
Mar,2024,Q1,3,Mar,Operational,2024-05-15,N,96867.46,26234.3,225220.06,41824.92,267044.98,13409.51,135793.08999999997,117842.38,E202,Entity E202,DVC-Support Services,8450234,Cost Center 8450234,BG412,Budget Group BG412,A8119,Utilities,ACT897,Activity ACT897,F1-83,Future 1 F1-83,F2-27,Future 2 F2-27,Revenue,General Ledger,96867.46,26234.3,23428.92,11946.83,E202-BG412-8450234-A8119-F1-83-F2-27
Nov,2024,Q4,11,Nov,Capital,2024-06-21,Y,83292.97,54029.65,437866.36,21565.09,459431.45,174143.12,24232.179999999993,261056.15,E387,Entity E387,DVC-Support Services,8450215,Cost Center 8450215,BG245,Budget Group BG245,A2447,Office Supplies,ACT989,Activity ACT989,F1-82,Future 1 F1-82,F2-83,Future 2 F2-83,Revenue,Project Ledger,83292.97,54029.65,9756.34,1178.08,E387-BG245-8450215-A2447-F1-82-F2-83
Oct,2025,Q4,10,Oct,Capital,2024-10-25,Y,69669.51,32434.58,193558.77,10544.31,204103.08,174955.46,5234.130000000005,23913.49,E390,Entity E390,VC Office,8450131,Cost Center 8450131,BG292,Budget Group BG292,A5051,Consultancy Services,ACT249,Activity ACT249,F1-20,Future 1 F1-20,F2-86,Future 2 F2-86,Expense,Project Ledger,69669.51,32434.58,773.09,18105.86,E390-BG292-8450131-A5051-F1-20-F2-86
Jan,2024,Q1,1,Jan,Capital,2024-04-22,Y,93852.98,18118.33,349101.36,11133.8,360235.16,110670.16,113188.06999999998,136376.93,E129,Entity E129,DVC-Academic,8450390,Cost Center 8450390,BG336,Budget Group BG336,A8415,Utilities,ACT467,Activity ACT467,F1-34,Future 1 F1-34,F2-83,Future 2 F2-83,Revenue,Project Ledger,93852.98,18118.33,2523.83,11793.12,E129-BG336-8450390-A8415-F1-34-F2-83
Sep,2023,Q3,9,Sep,Manpower,2024-11-29,Y,60244.94,16301.91,193525.13,1185.39,194710.52000000002,162573.0,813.3800000000047,31324.14,E602,Entity E602,DVC-Academic,8450318,Cost Center 8450318,BG547,Budget Group BG547,A3941,IT Equipment,ACT675,Activity ACT675,F1-11,Future 1 F1-11,F2-85,Future 2 F2-85,Expense,Project Ledger,60244.94,16301.91,27807.49,6410.94,E602-BG547-8450318-A3941-F1-11-F2-85
Mar,2024,Q1,3,Mar,Manpower,2024-07-05,N,94675.6,78161.55,225482.6,12393.67,237876.27000000002,165970.15,45724.18000000002,26181.94,E857,Entity E857,DVC-Support Services,8450239,Cost Center 8450239,BG573,Budget Group BG573,A5922,Consultancy Services,ACT382,Activity ACT382,F1-88,Future 1 F1-88,F2-81,Future 2 F2-81,Expense,General Ledger,94675.6,78161.55,11241.66,16496.06,E857-BG573-8450239-A5922-F1-88-F2-81
Nov,2023,Q4,11,Nov,Capital,2024-03-03,Y,31755.46,25938.84,135036.52,4495.81,139532.33,26964.54,106876.44999999998,5691.34,E274,Entity E274,VC Office,8450185,Cost Center 8450185,BG712,Budget Group BG712,A7543,Training and Development,ACT881,Activity ACT881,F1-83,Future 1 F1-83,F2-80,Future 2 F2-80,Expense,Project Ledger,31755.46,25938.84,14776.06,13263.21,E274-BG712-8450185-A7543-F1-83-F2-80
Apr,2025,Q2,4,Apr,Manpower,2024-10-01,Y,57199.59,80543.23,404064.37,7695.0,411759.37,61454.87,256361.81,93942.69,E263,Entity E263,DVC-CEC,8450495,Cost Center 8450495,BG323,Budget Group BG323,A9975,Capital Expenditure,ACT245,Activity ACT245,F1-78,Future 1 F1-78,F2-63,Future 2 F2-63,Revenue,Project Ledger,57199.59,80543.23,11757.32,20914.91,E263-BG323-8450495-A9975-F1-78-F2-63
Nov,2024,Q4,11,Nov,Capital,2024-08-08,N,88608.61,89568.99,218914.88,11499.69,230414.57,94770.43,103017.44000000002,32626.7,E338,Entity E338,DVC-CEC,8450444,Cost Center 8450444,BG540,Budget Group BG540,A9339,Capital Expenditure,ACT108,Activity ACT108,F1-41,Future 1 F1-41,F2-13,Future 2 F2-13,Revenue,Project Ledger,88608.61,89568.99,1358.84,19691.58,E338-BG540-8450444-A9339-F1-41-F2-13
May,2024,Q2,5,May,Operational,2024-11-19,Y,98975.64,3002.13,277811.3,25230.95,303042.25,35540.84,222277.15,45224.26,E258,Entity E258,DVC-CEC,8450493,Cost Center 8450493,BG262,Budget Group BG262,A6308,Maintenance Costs,ACT514,Activity ACT514,F1-92,Future 1 F1-92,F2-62,Future 2 F2-62,Revenue,Project Ledger,98975.64,3002.13,13030.84,13393.26,E258-BG262-8450493-A6308-F1-92-F2-62
Dec,2023,Q4,12,Dec,Operational,2024-12-17,N,64486.12,2353.25,271849.15,13946.9,285796.05000000005,36917.55,224103.51000000004,24774.99,E426,Entity E426,DVC-CEC,8450476,Cost Center 8450476,BG405,Budget Group BG405,A3654,IT Equipment,ACT820,Activity ACT820,F1-84,Future 1 F1-84,F2-74,Future 2 F2-74,Expense,Project Ledger,64486.12,2353.25,23427.58,23743.91,E426-BG405-8450476-A3654-F1-84-F2-74
